PROVINCIA,LOCALIDAD,LATITUD,LONGITUD,INAUGURACION,NORMA,NUMERO
San Juan,San Juan,-31.53533333,-68.52708333,31/12/1980,Decreto,2756
San Juan,San Juan,-31.533,-68.52402778,6/12/1941,Decreto,107512
San Juan,San Juan,-31.53533333,-68.52708333,6/12/1941,Decreto,107512
San Juan,San Juan,-31.53697222,-68.52147222,2/10/2008,Decreto,1594
San Juan,San Juan,-31.53513889,-68.5325,29/9/1999,Ley,25186
San Juan,San Juan,-31.53705556,-68.52611111,2/10/1946,Decreto,12806
San Juan,San Juan,-31.51125,-68.62061111,3/11/2015,Decreto,2297
San Juan,San Juan,-31.57011111,-68.53102778,3/11/2015,Decreto,2297
San Juan,San Juan,-31.52677778,-68.54002778,2/10/1946,Decreto,12806
San Juan,San Juan,-31.52677778,-68.54002778,2/10/1946,Decreto,12806
San Juan,San Juan,-31.53830556,-68.52208333,18/11/2016,Ley,27293
Mendoza,San Martin,-32.43445556,-69.39168889,20/11/2014,Decreto,2043
Mendoza,San Martin,-32.60060556,-69.46727222,21/11/2014,Decreto,2043
Mendoza,San Martin,-32.60735833,-69.46918889,22/11/2014,Decreto,2043
Mendoza,San Martin,-32.74944167,-69.58113056,23/11/2014,Decreto,2043
Mendoza,San Martin,-32.75123333,-69.58376944,24/11/2014,Decreto,2043
Mendoza,San Martin,-32.82641944,-69.91039444,25/11/2014,Decreto,2043
Mendoza,San Martin,-32.82585,-69.91256667,26/11/2014,Decreto,2043
Mendoza,San Martin,-32.09887778,-69.36566944,23/12/2014,Decreto,2043
Mendoza,San Martin,-32.38358333,-69.39010556,24/12/2014,Decreto,2043
San Luis,Merlo,-32.34211111,-65.01322222,27/3/1961,Decreto,2335
San Luis,Pedernera,-33.21258333,-65.49041667,23/9/1981,Decreto,1456
San Luis,San Francisco del Monte de Oro,-32.61669444,-66.12661111,6/12/1941,Decreto,107512
San Luis,San Luis,-33.30766667,-66.33625,23/9/1981,Decreto,1456
San Luis,San Luis,-33.30233333,-66.33577778,7/1/1975,Decreto,30
San Luis,San Luis,-33.30233333,-66.33577778,8/11/1974,Decreto,1399
San Luis,San Luis,-33.30813889,-66.33511111,23/9/1981,Decreto,1456
San Luis,Villa Mercedes,-33.68780556,-65.46636111,29/11/1972,Decreto,8435
Mendoza,San Martin,-32.60451111,-69.46795278,25/12/2014,Decreto,2043
Santa Cruz,Corpen Aiken,-47.75741667,-65.90144444,5/11/1943,Decreto,12466
Santa Cruz,Estrecho Magallanes,-52.33238889,-68.40225,2/7/1976,Decreto,1202
Santa Cruz,Guar Aiken,-51.59388889,-68.97722222,5/11/1943,Decreto,12466
Santa Cruz,Lago Buenos Aires,-47.15225,-70.66288889,23/6/1993,Ley,24225
Santa Cruz,Magallanes,-49.31283333,-67.71458333,5/11/1943,Decreto,12466
Santa Cruz,Magallanes,-49.23402778,-67.80094444,26/9/1949,Decreto,23889
Santa Cruz,Puerto Deseado,-47.75066667,-65.91536111,5/11/1943,Decreto,12466
Santa Cruz,Rio Gallegos,-51.62302778,-69.21016667,28/5/1981,Decreto,312
Santa Cruz,Rio Gallegos,-51.62288889,-69.21697222,9/3/1989,Decreto,325
Santa Cruz,Rio Gallegos,-51.62377778,-69.21,11/12/2008,Decreto,2129
Santa Cruz,Rio Gallegos,-51.624,-69.21683333,8/6/2016,Ley,27256
Mendoza,San Martin,-32.75049722,-69.58265833,26/12/2014,Decreto,2043
Mendoza,San Martin,-32.75502222,-69.97178611,27/12/2014,Decreto,2043
Mendoza,San Martin,-32.87980833,-69.87377778,28/12/2014,Decreto,2043
Mendoza,San Martin,-32.68813889,-70.01616667,29/12/2014,Decreto,2043
Santa Fe,9 de Julio,-29.23744444,-61.77169444,22/12/1961,Decreto,12018
Santa Fe,Constitucion,-33.38138889,-60.58302778,8/9/1961,Decreto,7893
Santa Fe,Constitucion,-33.25,-60.38333333,8/9/1961,Decreto,7893
Santa Fe,Constitucion,-33.54166667,-61.12258333,9/10/2007,Decreto,1381
Santa Fe,Esperanza,-31.44897222,-60.93033333,3/8/1971,Decreto,2809
Santa Fe,Esperanza,-31.45061111,-60.93091667,2/11/2015,Decreto,2268
Santa Fe,General Lopez,-33.66444444,-61.45988889,26/9/1944,Decreto,26250
Santa Fe,Granadero Baigorria,-32.85258333,-60.706,3/11/2015,Decreto,2297
Santa Fe,Rosario,-32.94702778,-60.63325,24/10/1997,Decreto,1110
Santa Fe,Rosario,-32.94794444,-60.62944444,4/2/1942,Decreto,112765
Santa Fe,Rosario,-32.89547222,-60.69397222,9/3/1989,Decreto,325
Santa Fe,Rosario,-32.94752778,-60.63780556,14/6/2004,Ley,25898
Santa Fe,Rosario,-32.94377778,-60.65161111,10/7/2006,Ley,26113
Santa Fe,Rosario,-32.9435,-60.65072222,20/3/1997,Decreto,262
Santa Fe,Rosario,-32.94769444,-60.63044444,27/12/1989,Decreto,1592
Santa Fe,Rosario,-32.94430556,-60.65080556,5/3/2015,Decreto,379
Santa Fe,Rosario,-32.94661111,-60.63313889,21/3/2011,Decreto,352
Santa Fe,Rosario,-32.94766667,-60.63319444,24/10/1997,Decreto,1110
Santa Fe,Rosario,-32.95247222,-60.63505556,21/6/2011,Decreto,837
Santa Fe,Rosario,-32.9455,-60.6395,21/6/2011,Decreto,837
Santa Fe,San Cristobal,-30.71436111,-61.47,13/4/1999,Decreto,339
Santa Fe,San Cristobal,-30.71822222,-61.46861111,13/4/1999,Decreto,339
Santa Fe,San Jeronimo,-31.60852778,-61.14086111,7/11/1983,Decreto,2938
Santa Fe,San Lorenzo,-32.74588889,-60.73230556,24/9/1940,Ley,12648
Santa Fe,San Lorenzo,-32.74613889,-60.731,8/8/2001,Ley,25455
Santa Fe,San Lorenzo,-32.74630556,-60.73377778,30/1/1946,Decreto,3038
Santa Fe,San Lorenzo,-32.67741667,-60.72927778,21/4/1999,Ley,25088
Santa Fe,Santa Fe,-31.6565,-60.71208333,4/2/1942,Decreto,112765
Santa Fe,Santa Fe,-31.65538889,-60.71283333,4/2/1942,Decreto,112765
Santa Fe,Santa Fe,-31.65833333,-60.70975,9/11/2000,Decreto,1044
Santa Fe,Santa Fe,-31.65666667,-60.71069444,4/2/1942,Decreto,112765
Santa Fe,Santa Fe,-31.65666667,-60.71069444,11/7/1946,Decreto,2236
Santa Fe,Santa Fe,-31.65241667,-60.70805556,22/2/1982,Decreto,388
Santa Fe,Santa Fe,-31.65772222,-60.71277778,11/7/1946,Decreto,2236
Santa Fe,Santa Fe,-31.65772222,-60.71277778,11/7/1946,Decreto,2236
Santa Fe,Santa Fe,-31.65430556,-60.71166667,9/3/1989,Decreto,325
Santa Fe,Santa Fe,-31.65772222,-60.71277778,11/7/1946,Decreto,2236
Santa Fe,Santa Fe,-31.65713889,-60.70958333,4/2/1942,Decreto,112765
Santa Fe,Santa Fe,-31.65644444,-60.71063889,11/7/1946,Decreto,2236
Santa Fe,Santa Fe,-31.5095,-60.72991667,4/2/1942,Decreto,112765
Santa Fe,Santa Fe,-31.65711111,-60.709,9/11/2000,Decreto,1044
Santa Fe,Santa Fe,-31.61591667,-60.72027778,16/11/1983,Decreto,3017
Santa Fe,Santa Fe,-31.61591667,-60.72027778,11/7/1946,Decreto,2236
Santa Fe,Santa Fe,-31.64008333,-60.68113889,25/9/2014,Decreto,1669
Santa Fe,Santa Fe,-31.65644444,-60.71063889,11/7/1946,Decreto,2236
Santa Fe,Santa Fe,-31.65241667,-60.70805556,21/6/2011,Decreto,837
Santa Fe,Santa Fe,-31.65241667,-60.70805556,22/2/1982,Decreto,388
Santa Fe,Santa Fe,-31.65936111,-60.70977778,4/2/1942,Decreto,112765
Santa Fe,Santa Fe,-31.65644444,-60.71063889,11/7/1946,Decreto,2236
Santa Fe,Santa Fe,-31.65772222,-60.71277778,11/7/1946,Decreto,2236
Santa Fe,Santo Tome,-31.65788889,-60.75775,10/11/2015,Decreto,2390
Santa Fe,Villa Constitucion,-33.43122222,-60.412,5/5/1975,Decreto,1192
Santa Fe,Santa Fe,-31.63444444,-60.70508333,21/12/2017,Ley,27416
Santa Fe,Esperanza,-31.45027778,-60.93005556,13/9/2017,Ley,27377
Santa Fe,Esperanza,-31.44786111,-60.93033333,13/9/2017,Ley,27377
Santa Fe,Esperanza,-31.45405556,-60.93516667,13/9/2017,Ley,27377
Mendoza,San Martin,-32.07951944,-69.36022222,19/11/2014,Decreto,2043
Santiago del Estero,Avellaneda,-28.48291667,-63.27672222,12/2/1973,Decreto,1180
Santiago del Estero,Copos,-26.11233333,-63.64625,24/1/1942,Decreto,112099
Santiago del Estero,Gral. Taboada,-28.47225,-62.85341667,26/11/1998,Ley,25058
Santiago del Estero,Loreto,-28.32091667,-64.14075,6/2/1948,Decreto,3635
Santiago del Estero,Loreto,-28.30083333,-64.18502778,12/2/1973,Decreto,1180
Santiago del Estero,Quebrachos,-29.71205556,-62.87586111,6/2/1948,Decreto,3635
Santiago del Estero,Quebrachos,-29.38608333,-63.43377778,12/2/1973,Decreto,1180
Santiago del Estero,Rio Hondo,-27.39352778,-64.85008333,24/1/1942,Decreto,112099
Santiago del Estero,Santiago del Estero,-27.79572222,-64.28786111,2/10/1946,Decreto,12806
Santiago del Estero,Santiago del Estero,-27.78733333,-64.25725,22/12/1980,Decreto,2643
Santiago del Estero,Santiago del Estero,-27.78813889,-64.26044444,28/7/1953,Decreto,13723
Santiago del Estero,Santiago del Estero,-27.78580556,-64.25552778,25/6/1942,Decreto,123529
Santiago del Estero,Santiago del Estero,-27.78977778,-64.26472222,13/8/1997,Ley,24866
Santiago del Estero,Santiago del Estero,-27.78580556,-64.25552778,6/2/1948,Decreto,3635
Santiago del Estero,Santiago del Estero,-27.78519444,-64.26727778,20/9/2010,Ley,26635
Santiago del Estero,Santiago del Estero,-27.79991667,-64.24986111,3/11/2015,Decreto,2297
Santiago del Estero,Santiago del Estero,-27.79063889,-64.25819444,24/1/1942,Decreto,112099
Santiago del Estero,Santiago del Estero,-27.78711111,-64.26025,9/3/1989,Decreto,325
Santiago del Estero,Santiago del Estero,-27.78888889,-64.26247222,23/6/1999,Ley,25115
Tierra del Fuego Antartida e Islas del Atlantico Sur,Base Esperanza,-63.4,-56.98333333,1/9/2010,Ley,26621
Tierra del Fuego Antartida e Islas del Atlantico Sur,Gran Malvina,-51.95258333,-60.07027778,8/6/1984,Decreto,1734
Tierra del Fuego Antartida e Islas del Atlantico Sur,Gran Malvina,-51.61736111,-59.52191667,8/6/1984,Decreto,1734
Tierra del Fuego Antartida e Islas del Atlantico Sur,Isla de los Estados,-54.726,-63.79625,29/1/1999,Decreto,64
Tierra del Fuego Antartida e Islas del Atlantico Sur,Isla de los Estados,-54.726,-63.79625,29/1/1999,Decreto,64
Tierra del Fuego Antartida e Islas del Atlantico Sur,Isla Grande,-54.91041667,-65.99366667,4/12/1984,Decreto,3806
Tierra del Fuego Antartida e Islas del Atlantico Sur,Isla Grande,-54.79861111,-65.26594444,4/12/1984,Decreto,3806
Tierra del Fuego Antartida e Islas del Atlantico Sur,Isla Grande,-54.80672222,-68.30280556,12/5/1999,Ley,25103
Tierra del Fuego Antartida e Islas del Atlantico Sur,Isla Grande,-54.80672222,-68.30280556,29/1/1999,Decreto,64
Tierra del Fuego Antartida e Islas del Atlantico Sur,Isla Grande,-54.87805556,-67.32827778,29/1/1999,Decreto,64
Tierra del Fuego Antartida e Islas del Atlantico Sur,Isla Grande,-53.06933333,-68.24286111,29/1/1999,Decreto,64
Tierra del Fuego Antartida e Islas del Atlantico Sur,Isla Laurie - Base Orcadas,-60.74027778,-44.7425,4/12/2007,Ley,26294
Tierra del Fuego Antartida e Islas del Atlantico Sur,Isla Observatorio,-54.65302778,-64.13769444,29/1/1999,Decreto,64
Tierra del Fuego Antartida e Islas del Atlantico Sur,Isla Paulet,-63.56705556,-55.75902778,3/9/2010,Ley,26621
Tierra del Fuego Antartida e Islas del Atlantico Sur,Isla San Pedro,-54.28147222,-36.50802778,8/6/1984,Decreto,1734
Tierra del Fuego Antartida e Islas del Atlantico Sur,Isla Snow Hill,-64.36388889,-56.99216667,26/7/1965,Decreto,6058
Tierra del Fuego Antartida e Islas del Atlantico Sur,Isla Soledad,-51.79663889,-58.94038889,11/12/2008,Decreto,2131
Tierra del Fuego Antartida e Islas del Atlantico Sur,Isla Soledad,-51.69386111,-57.84955556,8/6/1984,Decreto,1734
Tierra del Fuego Antartida e Islas del Atlantico Sur,Isla Soledad,-51.82736111,-58.97302778,8/6/1984,Decreto,1734
Tierra del Fuego Antartida e Islas del Atlantico Sur,Isla Soledad,-51.52966667,-58.12775,3/4/1982,Decreto,682
Tierra del Fuego Antartida e Islas del Atlantico Sur,Isla Soledad,-51.50272222,-58.98697222,8/6/1984,Decreto,1734
Tierra del Fuego Antartida e Islas del Atlantico Sur,Monte Bilbao,-54.658,-65.43472222,29/1/1999,Decreto,64
Tierra del Fuego Antartida e Islas del Atlantico Sur,Norte de Gran Malvina,-51.28897222,-59.63733333,8/6/1984,Decreto,1734
Tierra del Fuego Antartida e Islas del Atlantico Sur,Oceano Atlantico Sur,-55.4,-61.53333333,27/11/2001,Ley,25546
Tierra del Fuego Antartida e Islas del Atlantico Sur,Rio Grande,-53.72469444,-67.79888889,11/8/1983,Decreto,2087
Tierra del Fuego Antartida e Islas del Atlantico Sur,Rio Grande,-53.71333333,-67.80777778,29/1/1999,Decreto,64
Tierra del Fuego Antartida e Islas del Atlantico Sur,Rio Grande,-53.78544444,-67.93686111,16/5/1997,Decreto,437
Tierra del Fuego Antartida e Islas del Atlantico Sur,Rio Grande,-53.80247222,-67.67244444,29/1/1999,Decreto,64
Tierra del Fuego Antartida e Islas del Atlantico Sur,Ushuaia,-53.80280556,-67.67288889,2/10/2008,Decreto,1593
Tierra del Fuego Antartida e Islas del Atlantico Sur,Ushuaia,-54.80380556,-68.29822222,23/4/1997,Ley,24818
Tierra del Fuego Antartida e Islas del Atlantico Sur,Ushuaia,-54.81711111,-68.31269444,29/1/1999,Decreto,64
Tierra del Fuego Antartida e Islas del Atlantico Sur,Ushuaia,-54.807,-68.30408333,18/10/1983,Decreto,2706
Tierra del Fuego Antartida e Islas del Atlantico Sur,Ushuaia,-54.80863889,-68.31036111,29/1/1999,Decreto,64
Tierra del Fuego Antartida e Islas del Atlantico Sur,Ushuaia,-54.81044444,-68.31613889,3/1/2001,Ley,25384
Tierra del Fuego Antartida e Islas del Atlantico Sur,Ushuaia,-54.80727778,-68.30427778,28/12/1943,Decreto,17265
Mendoza,San Martin,-32.43445556,-69.39168889,20/11/2014,Decreto,2043
Mendoza,San Martin,-32.60060556,-69.46727222,21/11/2014,Decreto,2043
Tierra del Fuego Antartida e Islas del Atlantico Sur,Rio Grande,-53.85,-67.8,10/8/2017,Decreto,627
Mendoza,San Martin,-32.60735833,-69.46918889,22/11/2014,Decreto,2043
Tucuman,Burruyacu,-26.4995,-64.74908333,19/5/1961,Decreto,4014
Tucuman,Chicligasta,-27.43430556,-65.165,12/8/1941,Decreto,98076
Tucuman,Chicligasta,-27.42041667,-65.53333333,23/12/1999,Ley,25213
Tucuman,Cruz Alta,-26.83430556,-65.09316667,31/12/1970,Decreto,3364
Tucuman,Graneros,-27.75277778,-65.62294444,12/8/1941,Decreto,98076
Tucuman,Lules,-26.90719444,-65.32613889,7/6/1944,Decreto,14119
Tucuman,Medinas-Departamento Chicligasta,-27.42211111,-65.53372222,11/8/1999,Ley,25149
Tucuman,San Miguel de Tucuman,-26.83152778,-65.20125,5/8/1957,Decreto,9059
Tucuman,San Miguel de Tucuman,-26.83736111,-65.21627778,12/8/1941,Decreto,98076
Tucuman,San Miguel de Tucuman,-26.82661111,-65.19038889,12/8/1941,Decreto,98076
Tucuman,San Miguel de Tucuman,-26.83316667,-65.20377778,12/8/1941,Decreto,98076
Tucuman,San Miguel de Tucuman,-26.83202778,-65.20336111,12/8/1941,Decreto,98076
Tucuman,San Miguel de Tucuman,-26.83052778,-65.20475,21/11/2001,Ley,25515
Tucuman,San Miguel de Tucuman,-26.83027778,-65.20402778,5/7/2000,Ley,25275
Tucuman,San Miguel de Tucuman,-26.83147222,-65.20347222,12/8/1941,Decreto,98076
Tucuman,San Miguel de Tucuman,-26.82933333,-65.20458333,9/3/1989,Decreto,325
Tucuman,San Miguel de Tucuman,-26.827,-65.20388889,17/8/2005,Ley,26054
Tucuman,San Miguel de Tucuman,-26.82483333,-65.22402778,3/3/2010,Decreto,316
Tucuman,San Miguel de Tucuman,-26.82483333,-65.22402778,3/3/2010,Decreto,316
Tucuman,San Miguel de Tucuman,-26.82741667,-65.21541667,21/11/2001,Ley,25512
Tucuman,San Miguel de Tucuman,-26.83158333,-65.20480556,21/11/2001,Ley,25514
Tucuman,San Miguel de Tucuman,-26.83302778,-65.206,11/7/1946,Decreto,2236
Tucuman,San Miguel de Tucuman,-26.83147222,-65.20347222,11/7/1946,Decreto,2236
Tucuman,San Miguel de Tucuman,-26.83144444,-65.20144444,2/8/1972,Decreto,4959
Tucuman,San Miguel de Tucuman,-26.83147222,-65.20347222,11/7/1946,Decreto,2236
Tucuman,San Miguel de Tucuman,-26.82933333,-65.20458333,9/3/1989,Decreto,325
Tucuman,San Miguel de Tucuman,-26.83075,-65.20572222,21/11/2001,Ley,25516
Tucuman,San Miguel de Tucuman,-26.83002778,-65.20477778,27/11/2012,Decreto,2617
Tucuman,San Miguel de Tucuman,-26.82752778,-65.18563889,16/5/1997,Decreto,437
Tucuman,San Miguel de Tucuman,-26.83133333,-65.20152778,28/10/1998,Ley,25042
Tucuman,San Miguel de Tucuman,-26.82483333,-65.22402778,3/3/2010,Decreto,316
Tucuman,San Miguel de Tucuman,-26.8315,-65.20119444,6/9/1928,Decreto,687
Tucuman,San Miguel de Tucuman,-26.82483333,-65.22402778,3/3/2010,Decreto,316
Tucuman,San Miguel de Tucuman,-26.82483333,-65.22402778,3/3/2010,Decreto,316
Tucuman,San Miguel de Tucuman,-26.82483333,-65.22402778,3/3/2010,Decreto,316
Tucuman,San Miguel de Tucuman,-26.83097222,-65.21086111,21/6/2011,Decreto,837
Tucuman,San Miguel de Tucuman,-26.818,-65.20341667,21/6/2011,Decreto,837
Tucuman,San Miguel de Tucuman,-26.82952778,-65.20461111,1/7/1964,Decreto,4938
Tucuman,Tafi del Valle,-26.85975,-65.71730556,11/1/1994,Decreto,24
Tucuman,Tafi Viejo,-26.65430556,-65.25277778,28/6/2000,Ley,25270
Tucuman,El Mollar,-26.93972222,-65.71083333,15/11/1993,Ley,24262
Mendoza,San Martin,-32.74944167,-69.58113056,23/11/2014,Decreto,2043
Tucuman,Granaderos,-27.64988889,-65.44011111,18/11/2016,Ley,27295
Tucuman,Leales,-27.03427778,-65.30555556,18/11/2016,Ley,27296
Tucuman,Bella Vista,-27.02586111,-65.30263889,2/12/2016,Ley,27310
